Name	Link	Family	Max Thickness (%)	x-Locationof Max Thickness (%)	Camber (%)	Data Sources	Cl max	Cl/Cd max	Cd @ Cl=0.1	Cd @ Cl=0.4	Cd @ Cl=0.6
GOE 314 (HANSA-BRANDENBURG)	GOE 314 (HANSA-BRANDENBURG)	Gottingen	8.1	26.5	4.7	JF XF	1.69	189	0.005	0.005	0.005
GOE 315 (HANSA-BRANDENBURG III.5)	GOE 315 (HANSA-BRANDENBURG III.5)	Gottingen	8.1	31.9	4.1	JF XF	1.55	152	0.005	0.005	0.007
GOE 316 (HANSA-BRANDENBURG IV.5)	GOE 316 (HANSA-BRANDENBURG IV.5)	Gottingen	9.1	26.5	4.3	JF XF	1.63	121	0.009	0.009	0.009
GOE 318 (HANSA-BRANDENBURG VI.5)	GOE 318 (HANSA-BRANDENBURG VI.5)	Gottingen	9.1	28.3	4.3	JF XF	1.5	123	0.008	0.009	0.009
GOE 319 (HANSA-BRANDENBURG II)	GOE 319 (HANSA-BRANDENBURG II)	Gottingen	10.2	30.1	5.8	JF XF	2.01	172	0.006	0.006	0.007
GOE 320 (HANSA-BRANDENBURG II.1)	GOE 320 (HANSA-BRANDENBURG II.1)	Gottingen	12.4	24.8	6.2	JF XF	2.21	102	0.016	0.012	0.012
GOE 321 (HANSA-BRANDENBURG III.1)	GOE 321 (HANSA-BRANDENBURG III.1)	Gottingen	11.2	30.1	5.2	JF XF	1.84	120	0.009	0.009	0.011
GOE 322 (HANSA-BRANDENBURG IV.1)	GOE 322 (HANSA-BRANDENBURG IV.1)	Gottingen	13.1	30.1	6.1	JF XF	1.96	110	0.012	0.012	0.012
GOE 323 (HANSA-BRANDENBURG V.1)	GOE 323 (HANSA-BRANDENBURG V.1)	Gottingen	11	30.1	5.2	JF XF	1.79	157	0.006	0.006	0.006
GOE 324 (HANSA-BRANDENBURG)	GOE 324 (HANSA-BRANDENBURG)	Gottingen	13.1	28.3	5.9	JF XF	2.02	129	0.008	0.007	0.008
GOE 325 (PFALZ 54)	GOE 325 (PFALZ 54)	Gottingen	8.3	24.8	4.7	JF XF	1.61	123	0.008	0.008	0.008
GOE 326 (PFALZ 55)	GOE 326 (PFALZ 55)	Gottingen	8.2	28.3	4.7	JF XF	1.63	127	0.008	0.008	0.008
GOE 328	GOE 328	Gottingen	8.2	30.1	4.4	JF XF	1.55	100	0.01	0.01	0.011
GOE 329 (PFALZ 58)	GOE 329 (PFALZ 58)	Gottingen	10.2	30.1	5.6	JF XF	1.81	99	0.039	0.011	0.012
GOE 330 (PFALZ 59)	GOE 330 (PFALZ 59)	Gottingen	10.2	28.3	5.8	JF XF	1.85	165	0.006	0.006	0.007
GOE 331 (PFALZ 60)	GOE 331 (PFALZ 60)	Gottingen	10.7	33.9	6.9	JF XF	2.16	156	0.041	0.033	0.031
GOE 332 (PFALZ 61)	GOE 332 (PFALZ 61)	Gottingen	11.8	30.1	6.4	JF XF	2.09	150	0.009	0.008	0.008
GOE 335 (D.F.W.)	GOE 335 (D.F.W.)	Gottingen	6.9	23.1	4.8	JF XF	1.52	215	0.005	0.005	0.005
GOE 336 (MVA H.44)	GOE 336 (MVA H.44)	Gottingen	9	30.1	5.4	JF XF	1.68	117	0.008	0.008	0.008
GOE 342	GOE 342	Gottingen	5.4	19.9	6.2	JF XF	1.77	123	0.039	0.03	0.008
GOE 344 (PFALZ 71)	GOE 344 (PFALZ 71)	Gottingen	7.2	19.9	2.7	JF XF	1.4	83	0.012	0.012	0.012
GOE 346 (FRIEDRICHSHAFEN-STAAKEN)	GOE 346 (FRIEDRICHSHAFEN-STAAKEN)	Gottingen	5.7	39.7	3.8	JF XF	1.41	110	0.02	0.008	0.009
GOE 358	GOE 358	Gottingen	10.9	21.5	5.7	JF XF	1.96	124	0.008	0.008	0.008
GOE 359	GOE 359	Gottingen	7.8	26.5	5.9	JF XF	1.71	140	0.006	0.007	0.006
GOE 360	GOE 360	Gottingen	9.7	30.1	5.9	JF XF	1.77	163	0.034	0.007	0.008
GOE 361	GOE 361	Gottingen	6.8	19.9	5.5	JF XF	1.62	174	0.033	0.005	0.004
GOE 362	GOE 362	Gottingen	6.6	21.5	5.3	JF XF	1.66	213	0.004	0.005	0.005
GOE 363	GOE 363	Gottingen	11.1	21.5	5.7	JF XF	1.96	153	0.006	0.007	0.007
GOE 364	GOE 364	Gottingen	10.8	28.2	6.5	JF XF	2.14	204	0.034	0.005	0.006
GOE 365	GOE 365	Gottingen	11.7	31.9	5.2	JF XF	1.95	178	0.005	0.006	0.005
GOE 366	GOE 366	Gottingen	13.1	30.1	7.3	JF XF	2.34	157	0.044	0.035	0.032
GOE 367	GOE 367	Gottingen	16.4	33.9	4.6	JF XF	2.06	115	0.009	0.01	0.009
GOE 368	GOE 368	Gottingen	7.7	14.3	3.8	JF XF	1.4	194	0.004	0.005	0.006
GOE 369	GOE 369	Gottingen	5.9	28.2	5.4	JF XF	1.71	667	0.032	0.011	0.004
GOE 370	GOE 370	Gottingen	4.7	21.5	5.7	JF XF	1.38	164	0.004	0.004	0.005
GOE 371	GOE 371	Gottingen	7	28.2	4.6	JF XF	1.54	179	0.005	0.005	0.005
GOE 372	GOE 372	Gottingen	6.2	30.1	4.3	JF XF	1.25	166	0.004	0.004	0.005
GOE 373	GOE 373	Gottingen	6.5	26.5	5.1	JF XF	1.59	230	0.031	0.025	0.003
GOE 374	GOE 374	Gottingen	6.5	28.2	4.5	JF XF	1.51	183	0.029	0.015	0.005
GOE 375	GOE 375	Gottingen	6.5	24.8	4.5	JF XF	1.61	184	0.03	0.013	0.004
GOE 376	GOE 376	Gottingen	6.6	28.2	5	JF XF	1.6	194	0.031	0.023	0.005
GOE 377	GOE 377	Gottingen	6.4	30.1	3.9	JF XF	1.36	184	0.004	0.005	0.005
GOE 379	GOE 379	Gottingen	6.5	28.2	5.3	JF XF	1.47	199	0.005	0.005	0.005
GOE 380	GOE 380	Gottingen	6.6	28.2	5.6	JF XF	1.61	185	0.017	0.004	0.005
GOE 381	GOE 381	Gottingen	6.4	30.1	5.8	JF XF	1.6	151	0.033	0.006	0.007
GOE 382	GOE 382	Gottingen	20.1	30.1	6.1	JF XF	2.38	129	0.01	0.01	0.009
GOE 383	GOE 383	Gottingen	20.2	30.1	5	JF XF	2.25	114	0.01	0.01	0.01
GOE 384	GOE 384	Gottingen	19.6	30.1	6.9	JF XF	2.46	131	0.011	0.011	0.011
GOE 385	GOE 385	Gottingen	9.9	31.9	4.2	JF XF	1.63	108	0.009	0.01	0.01
GOE 386	GOE 386	Gottingen	20.3	28.3	5.4	JF XF	2.52	137	0.01	0.01	0.01
GOE 387	GOE 387	Gottingen	14.9	28.2	5.5	JF XF	2.16	201	0.006	0.006	0.006
GOE 389	GOE 389	Gottingen	10.3	28.3	4	JF XF	1.61	137	0.008	0.008	0.008
GOE 390	GOE 390	Gottingen	20.3	28.3	6.9	JF XF	2.71	151	0.009	0.009	0.009
GOE 391	GOE 391	Gottingen	5.1	41.7	3.2	JF XF	1.22	137	0.004	0.005	0.007
GOE 392	GOE 392	Gottingen	10.1	30.1	4.9	JF XF	1.43	170	0.005	0.005	0.005
GOE 393	GOE 393	Gottingen	6.1	19.9	4.2	JF XF	1.4	136	0.006	0.005	0.006
GOE 394	GOE 394	Gottingen	6.1	19.9	5.9	JF XF	1.62	144	0.005	0.006	0.006
GOE 395	GOE 395	Gottingen	6.1	19.9	7	JF XF	1.75	151	0.028	0.005	0.006
GOE 396	GOE 396	Gottingen	4.7	24.8	5.8	JF XF	1.4	168	0.004	0.004	0.004
GOE 397	GOE 397	Gottingen	5.1	30.1	4	JF XF	1.25	188	0.004	0.004	0.005
GOE 398	GOE 398	Gottingen	13.8	30.1	4.9	JF XF	2.04	176	0.006	0.006	0.006
GOE 399	GOE 399	Gottingen	6.9	30.1	4.2	JF XF	1.42	186	0.004	0.005	0.005
GOE 400	GOE 400	Gottingen	6.1	18.4	4.9	JF XF	1.49	150	0.005	0.005	0.005
GOE 401	GOE 401	Gottingen	7.1	28.2	4.9	JF XF	1.63	206	0.005	0.005	0.006
GOE 402	GOE 402	Gottingen	6.8	23.1	5.8	JF XF	1.69	184	0.032	0.005	0.006
GOE 403	GOE 403	Gottingen	6.7	26.5	4.3	JF XF	1.29	208	0.005	0.005	0.005
GOE 404	GOE 404	Gottingen	13.2	26.5	5	JF XF	2.13	153	0.007	0.007	0.007
GOE 405	GOE 405	Gottingen	11.1	30.1	6.5	JF XF	1.98	185	0.006	0.006	0.007
GOE 406	GOE 406	Gottingen	11.7	31.9	5.6	JF XF	1.94	194	0.005	0.007	0.007
GOE 407	GOE 407	Gottingen	9.5	31.9	4.8	JF XF	1.77	191	0.005	0.006	0.006
GOE 408	GOE 408	Gottingen	7.8	31.9	4.2	JF XF	1.54	183	0.005	0.006	0.006
GOE 409	GOE 409	Gottingen	12.8	35.8	0	JF XF	1.32	125	0.005	0.007	0.007
GOE 410	GOE 410	Gottingen	16.1	28.2	0	JF XF	1.56	120	0.005	0.006	0.006
GOE 411	GOE 411	Gottingen	13.3	33.8	0	JF XF	1.06	97	0.005	0.006	0.008
GOE 412	GOE 412	Gottingen	13.2	31.9	5.1	JF XF	1.92	119	0.009	0.009	0.009
GOE 413	GOE 413	Gottingen	16.4	26.5	4.7	JF XF	2.21	152	0.007	0.007	0.007
GOE 414	GOE 414	Gottingen	13.6	30.1	5.3	JF XF	1.78	148	0.009	0.008	0.008
GOE 415	GOE 415	Gottingen	8.5	23.1	3.7	JF XF	1.45	153	0.006	0.007	0.006
GOE 416A	GOE 416A	Gottingen	11.7	30.1	1.3	JF XF	1.26	88	0.007	0.008	0.008
GOE 417	GOE 417	Gottingen	6	18.4	6.1	JF XF	1.73	193	0.034	0.013	0.005
GOE 417A (GEW. PLATTE)	GOE 417A (GEW. PLATTE)	Gottingen	3.2	3.1	5.9	JF WT XF	1.51	190	0.032	0.026	0.003
GOE 418	GOE 418	Gottingen	12.7	21.5	5.1	JF XF	1.98	170	0.005	0.005	0.006
GOE 419	GOE 419	Gottingen	5.3	33.8	3.9	JF XF	1.18	191	0.005	0.005	0.004
GOE 420	GOE 420	Gottingen	18.7	30.1	4.3	JF XF	2.22	178	0.007	0.006	0.006
GOE 421	GOE 421	Gottingen	19	28.3	8.1	JF XF	2.62	152	0.01	0.009	0.008
GOE 422	GOE 422	Gottingen	17.1	30.1	6.5	JF XF	2.5	124	0.009	0.008	0.009
GOE 423	GOE 423	Gottingen	17	37.7	5.1	JF XF	2.05	140	0.007	0.008	0.008
GOE 424	GOE 424	Gottingen	20.2	33.9	4.8	JF XF	2.16	147	0.008	0.008	0.008
GOE 425	GOE 425	Gottingen	16.1	31.9	4.5	JF XF	1.93	166	0.007	0.007	0.007
GOE 426	GOE 426	Gottingen	13.6	30.1	4.6	JF XF	1.8	198	0.006	0.006	0.006
GOE 427	GOE 427	Gottingen	4.6	23.1	5.3	JF XF	1.45	164	0.004	0.004	0.005
GOE 428	GOE 428	Gottingen	8	24.8	5.2	JF XF	1.6	204	0.005	0.005	0.006
GOE 429	GOE 429	Gottingen	11.4	26.5	0.2	JF XF	1.26	77	0.007	0.009	0.009
GOE 430	GOE 430	Gottingen	13.4	28.3	4.8	JF XF	1.91	132	0.007	0.008	0.007
GOE 431	GOE 431	Gottingen	11.8	21.5	7.3	JF XF	2.13	206	0.01	0.004	0.005
GOE 432	GOE 432	Gottingen	7.7	21.5	4.3	JF XF	1.64	168	0.004	0.005	0.006
GOE 433	GOE 433	Gottingen	17.5	26.5	4.9	JF XF	2.27	145	0.008	0.008	0.008
GOE 434	GOE 434	Gottingen	22.8	26.5	5.2	JF XF	2.57	133	0.01	0.008	0.008
GOE 435	GOE 435	Gottingen	26.2	28.3	4.7	JF XF	2.63	126	0.009	0.009	0.009
GOE 436	GOE 436	Gottingen	11	28.2	3.8	JF XF	1.73	196	0.006	0.006	0.006
GOE 437	GOE 437	Gottingen	7.1	28.2	4.8	JF XF	1.46	208	0.004	0.005	0.005
GOE 438	GOE 438	Gottingen	11	28.2	3.8	JF XF	1.73	152	0.006	0.005	0.006
GOE 439	GOE 439	Gottingen	7.9	26.5	5.2	JF XF	1.61	184	0.005	0.005	0.005
GOE 440	GOE 440	Gottingen	15.4	26.5	9.7	JF XF	1.73	136	0.063	0.046	0.012
GOE 441	GOE 441	Gottingen	16.1	26.5	7.7	JF XF	2.49	158	0.014	0.009	0.01
GOE 442	GOE 442	Gottingen	7.7	21.5	4.3	JF XF	1.64	183	0.004	0.004	0.005
GOE 443	GOE 443	Gottingen	5.1	33.8	0	JF XF	0.68	106	0.004	0.005	0.078
GOE 444	GOE 444	Gottingen	5.6	33.8	0	JF XF	0.68	110	0.003	0.005	0.073
GOE 445	GOE 445	Gottingen	6.4	37.7	0	JF XF	0.74	112	0.004	0.005	0.084
GOE 446	GOE 446	Gottingen	12.9	31.9	6.3	JF XF	2.08	156	0.009	0.009	0.009
GOE 447	GOE 447	Gottingen	12.7	30.1	8	JF XF	2.24	156	0.033	0.009	0.008
GOE 448	GOE 448	Gottingen	12.9	31.9	10.5	JF XF	2.48	159	0.055	0.04	0.026
GOE 449	GOE 449	Gottingen	17	33.8	5.4	JF XF	2.25	187	0.006	0.006	0.006
GOE 450	GOE 450	Gottingen	8.9	31.9	5.2	JF XF	1.72	121	0.007	0.007	0.008
GOE 456	GOE 456	Gottingen	7.2	28.2	5.2	JF XF	1.44	175	0.005	0.005	0.004
GOE 457	GOE 457	Gottingen	7.9	21.5	4.2	JF XF	1.63	191	0.005	0.005	0.006
GOE 458	GOE 458	Gottingen	7.2	28.2	5.2	JF XF	1.44	185	0.005	0.004	0.004
GOE 459	GOE 459	Gottingen	12.7	33.8	0	JF XF	1.3	134	0.005	0.006	0.007
GOE 460	GOE 460	Gottingen	20.5	31.9	0	JF XF	1.81	105	0.007	0.007	0.007
GOE 462	GOE 462	Gottingen	11	10.8	13.5	JF XF	2.71	2212	0.049	0.033	0.028
GOE 464	GOE 464	Gottingen	7.8	7	10	JF XF	2.4	1160	0.039	0.029	0.021
GOE 474	GOE 474	Gottingen	7	30.1	2.9	JF XF	1.33	154	0.004	0.005	0.005
GOE 476	GOE 476	Gottingen	14.5	30.1	5.2	JF XF	2.12	146	0.006	0.005	0.005
GOE 477	GOE 477	Gottingen	10.1	28.2	4.9	JF XF	1.84	186	0.004	0.005	0.006
GOE 478	GOE 478	Gottingen	13.4	30.1	4.3	JF XF	2.01	172	0.006	0.006	0.006
GOE 479	GOE 479	Gottingen	11.6	30.1	4	JF XF	1.79	164	0.006	0.005	0.005
GOE 480	GOE 480	Gottingen	11.8	28.2	5.5	JF XF	2.01	206	0.005	0.005	0.006
GOE 481	GOE 481	Gottingen	13.6	9.7	8.8	JF XF	2.67	185	0.045	0.033	0.028
GOE 481A	GOE 481A	Gottingen	15.3	26.5	5.5	JF XF	2.5	173	0.006	0.006	0.006
GOE 482	GOE 482	Gottingen	16.6	26.5	8.8	JF XF	2.52	205	0.008	0.006	0.006
GOE 483	GOE 483	Gottingen	5.5	15.6	5.9	JF XF	1.5	202	0.004	0.004	0.005
GOE 484	GOE 484	Gottingen	6.3	30.1	5	JF XF	1.58	158	0.005	0.005	0.005
GOE 488	GOE 488	Gottingen	6.8	19.9	3.1	JF XF	1.34	145	0.005	0.006	0.005
GOE 490	GOE 490	Gottingen	8.8	21.5	3.9	JF XF	1.52	180	0.006	0.005	0.006
GOE 491	GOE 491	Gottingen	4.9	24.8	2.9	JF XF	1.18	145	0.005	0.005	0.005
GOE 492	GOE 492	Gottingen	6.2	35.8	3.4	JF XF	1.14	149	0.004	0.004	0.006
GOE 493	GOE 493	Gottingen	15.1	33.8	3.4	JF XF	1.75	133	0.005	0.005	0.005
GOE 494	GOE 494	Gottingen	5	21.5	5.1	JF XF	1.34	206	0.004	0.003	0.004
GOE 495	GOE 495	Gottingen	6.9	26.5	5	JF XF	1.55	195	0.004	0.004	0.004
GOE 496	GOE 496	Gottingen	10	24.8	5	JF XF	1.8	167	0.006	0.006	0.006
GOE 497	GOE 497	Gottingen	12.8	26.5	5.3	JF XF	2	190	0.005	0.005	0.005
GOE 498	GOE 498	Gottingen	16	26.5	5.5	JF XF	2.19	170	0.005	0.005	0.005
GOE 499	GOE 499	Gottingen	6.8	26.5	5.9	JF XF	1.5	186	0.004	0.003	0.004
GOE 500	GOE 500	Gottingen	10	26.5	6	JF XF	1.86	210	0.005	0.004	0.005
GOE 501	GOE 501	Gottingen	12.9	26.5	6.3	JF XF	2.15	177	0.006	0.005	0.006
GOE 502	GOE 502	Gottingen	16	26.5	6.1	JF XF	2.34	196	0.006	0.006	0.006
GOE 503	GOE 503	Gottingen	15.6	28.2	7	JF XF	2.17	188	0.006	0.006	0.006
GOE 504	GOE 504	Gottingen	18	30.1	5.4	JF XF	2.04	182	0.007	0.006	0.008
GOE 505	GOE 505	Gottingen	14.1	23.1	5.9	JF XF	2.01	184	0.006	0.008	0.007
GOE 506	GOE 506	Gottingen	16.5	28.2	4.7	JF XF	2.01	164	0.007	0.007	0.007
GOE 507	GOE 507	Gottingen	8.6	30.1	2.9	JF XF	1.5	156	0.005	0.005	0.005
GOE 508	GOE 508	Gottingen	16.5	31.9	5.6	JF XF	2.25	187	0.007	0.006	0.006
GOE 509	GOE 509	Gottingen	11.2	24.8	5.2	JF XF	1.83	148	0.006	0.005	0.006
GOE 510	GOE 510	Gottingen	13.8	23.1	5.9	JF XF	2.04	165	0.006	0.006	0.007
GOE 511	GOE 511	Gottingen	16.7	23.1	8	JF XF	2.62	194	0.007	0.006	0.007
GOE 512	GOE 512	Gottingen	14	21.5	5.7	JF XF	2.1	164	0.006	0.006	0.006
GOE 513	GOE 513	Gottingen	16.8	24.8	5.3	JF XF	2.21	180	0.008	0.006	0.007
GOE 514	GOE 514	Gottingen	16.7	23.1	6.5	JF XF	2.28	173	0.007	0.007	0.007
GOE 515	GOE 515	Gottingen	8.4	30.1	2.8	JF XF	1.34	154	0.004	0.005	0.004
GOE 517	GOE 517	Gottingen	7	31.9	4.7	JF XF	1.63	204	0.004	0.004	0.005
GOE 518	GOE 518	Gottingen	18	30.1	7.3	JF XF	2.61	194	0.007	0.007	0.008
GOE 522	GOE 522	Gottingen	21.9	28.2	5.2	JF XF	2.58	168	0.008	0.007	0.006
GOE 523	GOE 523	Gottingen	16.6	26.5	9.7	JF XF	2.97	214	0.025	0.014	0.011
GOE 525	GOE 525	Gottingen	16.6	26.5	9.7	JF XF	2.97	214	0.025	0.014	0.011
GOE 526	GOE 526	Gottingen	12.3	28.2	4.1	JF XF	1.88	171	0.006	0.005	0.006
GOE 527	GOE 527	Gottingen	16.6	30.1	5.8	JF XF	2.27	189	0.006	0.006	0.006
GOE 528	GOE 528	Gottingen	12.5	28.2	6.2	JF XF	2.08	207	0.005	0.006	0.005
GOE 529	GOE 529	Gottingen	9.7	28.2	5.8	JF XF	1.8	209	0.005	0.005	0.005
GOE 530	GOE 530	Gottingen	12.9	28.2	5.1	JF XF	2	159	0.006	0.006	0.007
GOE 531	GOE 531	Gottingen	13.8	19.9	14.7	JF XF	3.03	223	0.067	0.046	0.037
GOE 532	GOE 532	Gottingen	12.6	26.5	4.9	JF XF	2.04	170	0.005	0.005	0.005
GOE 533	GOE 533	Gottingen	13.7	28.2	4.7	JF XF	2.1	160	0.006	0.006	0.006
GOE 534	GOE 534	Gottingen	14.1	19.9	5.2	JF XF	2.21	175	0.005	0.005	0.006
GOE 535	GOE 535	Gottingen	16.3	24.8	5.8	JF XF	2.32	184	0.006	0.006	0.006
GOE 546	GOE 546	Gottingen	10.4	30.1	3.6	JF XF	1.63	150	0.005	0.005	0.004
GOE 547	GOE 547	Gottingen	10.5	33.8	4	JF XF	1.59	164	0.005	0.005	0.005
GOE 548	GOE 548	Gottingen	12	35.8	2.3	JF XF	1.34	125	0.005	0.005	0.006
GOE 549	GOE 549	Gottingen	13.8	30.1	4.7	JF XF	1.77	118	0.007	0.007	0.007
GOE 550	GOE 550	Gottingen	13	21.5	4.3	JF XF	1.83	172	0.005	0.005	0.005
GOE 553	GOE 553	Gottingen	13.7	28.2	4.7	JF XF	2.01	181	0.006	0.005	0.005
GOE 559	GOE 559	Gottingen	11.2	33.8	3.5	JF XF	1.02	172	0.005	0.005	0.021
GOE 561	GOE 561	Gottingen	25	30.1	10.3	JF XF	3.04	156	0.032	0.008	0.009
GOE 562	GOE 562	Gottingen	14.1	30.1	6.3	JF XF	1.95	190	0.007	0.006	0.006
GOE 563	GOE 563	Gottingen	8.9	30.1	2.2	JF XF	1.34	145	0.005	0.005	0.005
GOE 564	GOE 564	Gottingen	8.2	31.9	2.7	JF XF	1.39	152	0.005	0.005	0.005
GOE 565	GOE 565	Gottingen	8.4	26.5	2.8	JF XF	1.42	136	0.005	0.005	0.006
GOE 566	GOE 566	Gottingen	8.7	33.8	2.6	JF XF	1.39	131	0.005	0.005	0.005
GOE 567	GOE 567	Gottingen	14.8	28.2	5.3	JF XF	2	161	0.006	0.005	0.005
GOE 570	GOE 570	Gottingen	33.8	31.9	9.7	JF XF	3.32	132	0.011	0.009	0.011
GOE 571	GOE 571	Gottingen	24.9	30.1	9.9	JF XF	3.01	205	0.008	0.008	0.008
GOE 572	GOE 572	Gottingen	18.6	28.2	8.3	JF XF	2.25	188	0.007	0.007	0.006
GOE 573	GOE 573	Gottingen	14.1	30.1	6.5	JF XF	1.94	221	0.006	0.006	0.007
GOE 574	GOE 574	Gottingen	10.3	31.9	5	JF XF	1.58	231	0.006	0.006	0.006
GOE 575	GOE 575	Gottingen	13.4	30.1	3.6	JF XF	2.06	165	0.007	0.007	0.007
GOE 584	GOE 584	Gottingen	12.7	30.1	5	JF XF	1.97	199	0.005	0.005	0.005
GOE 585	GOE 585	Gottingen	8.2	21.5	3.4	JF XF	1.52	183	0.005	0.005	0.005
GOE 587	GOE 587	Gottingen	5.8	39.7	3	JF XF	1.07	147	0.005	0.004	0.005
GOE 590	GOE 590	Gottingen	5.7	31.9	4	JF XF	1.14	179	0.004	0.005	0.003
GOE 591	GOE 591	Gottingen	11.2	30.1	5.1	JF XF	1.82	195	0.005	0.005	0.006
GOE 592	GOE 592	Gottingen	14.3	31.9	7.5	JF XF	2.42	179	0.006	0.005	0.006
GOE 593	GOE 593	Gottingen	11.9	31.9	4.1	JF XF	1.86	155	0.005	0.006	0.006
GOE 595	GOE 595	Gottingen	9.6	31.9	3	JF XF	1.43	144	0.005	0.005	0.006
GOE 596	GOE 596	Gottingen	9.7	30.1	4	JF XF	1.64	154	0.006	0.005	0.005
GOE 598	GOE 598	Gottingen	6.6	37.7	1	JF XF	0.89	97	0.005	0.007	0.093
GOE 599	GOE 599	Gottingen	10	31.9	1.5	JF XF	1.27	98	0.008	0.009	0.009
GOE 5K	GOE 5K	Gottingen	3.7	47.9	1.5	JF XF	0.96	184	0.002	0.003	0.104
GOE 600	GOE 600	Gottingen	13.1	31.9	1.9	JF XF	1.47	90	0.009	0.01	0.01
GOE 601	GOE 601	Gottingen	16.1	33.8	2.5	JF XF	1.77	111	0.005	0.007	0.007
GOE 602	GOE 602	Gottingen	10	30.1	3.5	JF XF	1.48	165	0.005	0.005	0.005
GOE 602 MOD.	GOE 602 MOD.	Gottingen	9.6	28.2	3.8	JF XF	1.49	163	0.005	0.005	0.005
GOE 604	GOE 604	Gottingen	17.9	26.5	5.4	JF XF	2.2	192	0.007	0.006	0.007
GOE 610 B	GOE 610 B	Gottingen	7.8	37.7	5.3	JF XF	1.63	167	0.005	0.004	0.006
GOE 610-B MOD.	GOE 610-B MOD.	Gottingen	7.7	28.3	5.7	JF XF	1.67	83	0.013	0.014	0.014
GOE 611	GOE 611	Gottingen	13	33.9	5.9	JF XF	2.03	97	0.028	0.012	0.013
GOE 612	GOE 612	Gottingen	15.1	26.5	5	JF XF	2.1	181	0.005	0.005	0.006
GOE 613	GOE 613	Gottingen	10.3	30.1	4.1	JF XF	1.66	199	0.005	0.006	0.006
GOE 614	GOE 614	Gottingen	18.8	28.2	6.2	JF XF	2.38	172	0.007	0.007	0.006
GOE 615	GOE 615	Gottingen	13.7	28.2	5.6	JF XF	2.15	195	0.006	0.005	0.006
GOE 617	GOE 617	Gottingen	13.9	31.9	2.2	JF XF	1.64	144	0.006	0.005	0.006
GOE 619	GOE 619	Gottingen	13.9	23.1	4.6	JF XF	1.95	200	0.006	0.006	0.006
GOE 620	GOE 620	Gottingen	17.5	28.2	5.9	JF XF	2.38	171	0.006	0.006	0.006
GOE 621	GOE 621	Gottingen	15.1	26.5	5	JF XF	2.1	181	0.006	0.005	0.006
GOE 622	GOE 622	Gottingen	8	30.1	2.5	JF XF	1.25	122	0.006	0.006	0.007
GOE 623	GOE 623	Gottingen	12	30.1	3.9	JF XF	1.73	116	0.009	0.008	0.009
GOE 624	GOE 624	Gottingen	16	30.1	5.3	JF XF	2.15	116	0.011	0.011	0.012
GOE 625	GOE 625	Gottingen	20	30.1	6.3	JF XF	2.52	109	0.014	0.014	0.014
GOE 626	GOE 626	Gottingen	16.7	21.5	5.1	JF XF	2.26	174	0.007	0.006	0.006
GOE 627	GOE 627	Gottingen	15.7	30.1	4.1	JF XF	2.13	177	0.006	0.007	0.006
GOE 628	GOE 628	Gottingen	16.9	23.1	5.7	JF XF	2.28	189	0.006	0.007	0.006
GOE 629	GOE 629	Gottingen	13.6	28.2	2.8	JF XF	1.74	157	0.006	0.006	0.006
GOE 630	GOE 630	Gottingen	12.6	28.2	7.7	JF XF	2.19	219	0.006	0.006	0.006
GOE 632	GOE 632	Gottingen	14	31.9	4	JF XF	1.75	162	0.006	0.007	0.006
GOE 633	GOE 633	Gottingen	13.9	23.1	4	JF XF	1.79	174	0.006	0.005	0.007
GOE 645	GOE 645	Gottingen	15.6	23.1	4.8	JF XF	2.05	164	0.006	0.006	0.006
GOE 646	GOE 646	Gottingen	18.4	28.2	4.5	JF XF	2.33	163	0.006	0.006	0.006
GOE 647	GOE 647	Gottingen	16.4	23.1	5.3	JF XF	2.2	198	0.006	0.006	0.006
GOE 648	GOE 648	Gottingen	15.2	24.8	3.9	JF XF	2.12	161	0.007	0.007	0.007
GOE 650	GOE 650	Gottingen	13.5	23.1	4.4	JF XF	1.97	160	0.005	0.005	0.006
GOE 652	GOE 652	Gottingen	17.1	18.4	9.3	JF XF	2.75	163	0.032	0.021	0.017
GOE 654	GOE 654	Gottingen	14.5	28.2	5.2	JF XF	2.02	206	0.006	0.006	0.006
GOE 655	GOE 655	Gottingen	14	24.8	4.4	JF XF	1.95	183	0.006	0.006	0.006
GOE 670	GOE 670	Gottingen	9	31.9	3.4	JF XF	1.54	150	0.006	0.005	0.007
GOE 673	GOE 673	Gottingen	10.8	33.9	2.8	JF XF	1.31	94	0.009	0.009	0.009
GOE 675	GOE 675	Gottingen	14.9	28.3	5.9	JF XF	2.21	127	0.009	0.01	0.009
GOE 676 (= M 12)	GOE 676 (= M 12)	Gottingen	11.9	33.8	2	JF XF	1.43	101	0.009	0.008	0.008
GOE 677 (= M 6)	GOE 677 (= M 6)	Gottingen	12	33.9	2.3	JF XF	1.4	95	0.01	0.008	0.011
GOE 679	GOE 679	Gottingen	18.3	26.5	4.5	JF XF	2.38	181	0.007	0.006	0.007
GOE 681	GOE 681	Gottingen	16.9	24.8	4.4	JF XF	2.16	150	0.006	0.007	0.007
GOE 682	GOE 682	Gottingen	10.7	28.2	4.3	JF XF	1.79	153	0.006	0.006	0.006
GOE 683	GOE 683	Gottingen	19.9	30.1	3	JF XF	1.98	146	0.006	0.007	0.006
GOE 685	GOE 685	Gottingen	13.2	23.1	4.2	JF XF	1.83	153	0.005	0.005	0.005
GOE 692	GOE 692	Gottingen	16.1	32	5.1	JF XF	2.17	110	0.011	0.011	0.012
